price;host_since;neighbourhood_cleansed;city;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;cleaning_fee;guests_included;minimum_nights;maximum_nights;number_of_reviews;instant_bookable;calculated_host_listings_count;apartment;house;private_room;shared_room;strict_cancel;flexible_cancel;moderate_cancel
592.6665746719657;1910.0;1;1;9.29452931850152;2.0;3.7347608535457617;5.256614162315398;1;18;150.0;5.67211876497981;1.0;1125.0;0.0;0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
90.0;2349.0;1;1;3.0;2.0;1.0;2.0;1;21;0.0;2.0;1.0;1125.0;55.0;1;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
100.0;3021.0;1;1;3.0;1.0;1.0;1.0;1;12;25.0;1.0;1.0;4.0;9.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
120.0;2298.0;0;1;2.0;1.0;1.0;1.0;1;23;30.0;3.0;2.0;15.0;8.0;1;2.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
150.0;2679.0;1;1;4.0;1.0;1.0;1.0;1;17;100.0;2.0;2.0;14.0;18.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
145.0;2149.0;1;1;1.0;1.0;0.0;1.0;0;6;0.0;1.0;1.0;1125.0;2.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
70.0;3185.0;0;1;6.0;1.0;2.0;2.0;0;15;25.0;1.0;3.0;365.0;80.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
80.0;3446.0;0;1;2.0;1.0;1.0;1.0;1;9;0.0;1.0;3.0;730.0;77.0;0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
135.0;1899.0;1;1;2.0;1.0;1.0;1.0;1;14;40.0;2.0;2.0;1125.0;0.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
56.0;2045.0;1;1;2.0;1.0;1.0;1.0;1;15;0.0;1.0;1.0;1125.0;0.0;1;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0
150.0;2836.0;1;1;3.0;1.0;1.0;2.0;1;17;15.0;2.0;2.0;1125.0;7.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
149.0;2491.0;1;1;3.0;1.0;1.0;1.0;1;9;30.0;1.0;13.99614170525171;1125.0;7.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
60.0;2676.0;1;1;2.0;1.0;1.0;1.0;1;14;0.0;2.0;2.0;4.0;6.0;1;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0
127.0;2026.0;1;1;2.0;1.0;1.0;1.0;1;14;0.0;1.0;13.99614170525171;30.0;0.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
298.0;2571.0;1;1;5.0;2.0;2.0;3.0;1;20;100.0;1.0;3.0;1125.0;5.0;1;19.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
95.0;2393.0;1;1;3.0;1.0;0.0;2.0;1;8;50.0;1.0;3.0;30.0;0.0;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
100.0;1972.0;1;1;2.0;1.0;0.0;1.0;1;8;70.0;1.0;2.0;14.0;1.0;0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
149.0;4068.0;1;1;6.0;1.0;1.0;2.0;1;10;90.0;2.0;3.0;30.0;12.0;1;21.770801073508288;1.0;0.0;0.0;0.0;0.0;1.0;0.0
275.0;2576.0;1;1;3.0;1.0;1.0;1.0;1;16;0.0;1.0;1.0;1125.0;11.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
167.0;2345.0;1;1;2.0;1.0;1.0;1.0;1;18;104.0;1.0;5.0;1125.0;31.0;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
90.0;2037.0;1;1;2.0;1.0;2.0;2.0;1;11;50.0;2.0;2.0;1125.0;2.0;0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
70.0;1857.0;1;1;2.0;1.0;1.0;1.0;1;9;0.0;1.0;1.0;1125.0;0.0;1;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
84.0;2027.0;0;1;4.0;1.0;1.0;1.0;1;19;40.0;2.0;2.0;3.0;1.0;0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
65.0;2266.0;0;1;2.0;1.0;1.0;1.0;1;14;35.0;1.0;3.0;21.0;10.0;1;2.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
115.0;2379.0;1;1;4.0;1.0;1.0;2.0;1;17;55.0;2.0;4.0;1125.0;6.0;1;7.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
65.0;3654.0;0;1;2.0;1.0;1.0;1.0;1;16;30.0;2.0;1.0;1125.0;0.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
59.0;2955.0;0;1;1.0;1.5;1.0;1.0;1;18;10.0;2.0;1.0;1125.0;0.0;0;5.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
75.0;2843.0;1;1;2.0;2.5;1.0;1.0;1;15;0.0;1.0;2.0;7.0;76.0;1;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
58.0;2046.0;1;1;3.0;1.0;1.0;2.0;1;14;5.0;1.0;1.0;1125.0;15.0;1;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0
88.0;3011.0;1;1;4.0;1.0;1.0;2.0;1;14;100.0;2.0;3.0;10.0;11.0;1;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
90.0;1966.0;1;1;1.0;1.0;1.0;1.0;1;12;0.0;1.0;1.0;1125.0;0.0;1;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
185.0;1882.0;0;1;2.0;1.0;1.0;1.0;1;8;0.0;1.0;1.0;1125.0;0.0;1;3.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
85.0;3401.0;1;1;2.0;1.0;1.0;1.0;1;12;0.0;2.0;2.0;1125.0;24.0;1;6.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
76.0;1980.0;0;1;1.0;1.5;1.0;1.0;0;12;25.0;1.0;3.0;1125.0;1.0;1;2.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0
279.0;2522.0;1;1;8.0;1.5;3.0;3.0;1;18;0.0;1.0;1.0;1125.0;0.0;1;2.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
195.0;3277.0;1;1;9.29452931850152;3.013746803499;3.7347608535457617;5.256614162315398;1;0;150.0;1.0;2.0;180.0;1.0;1;12.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
70.0;2672.0;1;1;1.0;1.0;1.0;1.0;1;17;15.0;1.0;2.0;1125.0;1.0;1;2.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0
95.0;4112.0;1;1;2.0;2.5;1.0;1.0;1;16;0.0;2.0;2.0;730.0;105.76055258877258;1;5.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0
85.0;2766.0;1;1;3.0;1.0;1.0;2.0;1;14;25.0;1.0;1.0;2.0;0.0;1;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
60.0;2487.0;1;1;2.0;1.0;1.0;1.0;0;15;10.0;1.0;1.0;1125.0;7.0;1;2.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0
200.0;2067.0;1;1;2.0;1.0;0.0;1.0;1;16;0.0;1.0;1.0;1125.0;15.0;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
100.0;2278.0;1;1;2.0;1.0;1.0;1.0;1;3;50.0;1.0;1.0;60.0;16.0;1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
160.0;2317.0;1;1;4.0;1.0;2.0;2.0;1;17;25.0;4.0;1.0;70.0;50.0;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
209.0;2965.0;1;1;6.0;2.0;2.0;3.0;1;18;173.9625215685898;1.0;3.0;720.0;22.0;1;6.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
235.0;4068.0;0;1;7.0;2.5;3.0;3.0;1;8;173.9625215685898;4.0;3.0;1125.0;15.0;1;21.770801073508288;0.0;1.0;0.0;0.0;0.0;0.0;1.0
79.0;2624.0;1;1;2.0;1.5;1.0;1.0;1;10;35.0;1.0;1.0;1125.0;2.0;1;3.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0
117.0;2448.0;1;1;2.0;1.0;1.0;1.0;1;14;95.0;1.0;3.0;1125.0;5.0;1;5.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
150.0;1961.0;1;1;1.0;1.5;1.0;1.0;1;14;25.0;1.0;1.0;1125.0;3.0;1;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
70.0;3244.0;0;1;3.0;1.0;0.0;1.0;1;12;40.0;3.0;3.0;150.0;27.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
199.0;2047.0;1;1;2.0;1.0;1.0;1.0;1;13;0.0;1.0;1.0;1125.0;7.0;0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
125.0;2536.0;1;1;3.0;1.0;0.0;2.0;1;19;60.0;1.0;3.0;1125.0;15.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
309.0;4128.0;1;1;5.0;2.0;2.0;2.0;1;14;0.0;1.0;4.0;365.0;8.0;1;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
175.0;2632.0;1;1;4.0;1.0;0.0;2.0;1;10;0.0;2.0;3.0;30.0;8.0;1;21.770801073508288;1.0;0.0;0.0;0.0;1.0;0.0;0.0
80.0;2205.0;1;1;1.0;1.0;1.0;1.0;0;16;0.0;1.0;1.0;1125.0;5.0;1;2.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0
60.0;2486.0;1;1;1.0;1.0;1.0;1.0;1;13;0.0;1.0;2.0;93.0;6.0;1;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0
75.0;3273.0;1;1;2.0;1.0;1.0;1.0;1;15;0.0;2.0;2.0;30.0;105.76055258877258;1;3.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
95.0;3159.0;1;1;1.0;1.0;0.0;1.0;1;19;50.0;2.0;5.0;600.0;21.0;0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
80.0;2552.0;1;1;1.0;1.0;1.0;1.0;0;7;40.0;1.0;2.0;1125.0;9.0;1;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0
100.0;1939.0;0;1;2.0;1.0;1.0;1.0;1;12;25.0;1.0;1.0;1125.0;0.0;0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0
104.0;2383.0;1;1;3.0;1.0;1.0;1.0;1;9;0.0;1.0;1.0;1125.0;10.0;1;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0
180.0;2630.0;1;1;2.0;1.0;1.0;2.0;1;10;35.0;1.0;2.0;1125.0;102.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
155.0;2881.0;1;1;4.0;1.0;1.0;1.0;1;11;75.0;1.0;3.0;365.0;14.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
120.0;3271.0;1;1;2.0;1.0;1.0;1.0;1;10;100.0;1.0;7.0;365.0;1.0;0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
130.0;2085.0;1;1;2.0;1.0;1.0;1.0;1;14;5.0;1.0;2.0;1125.0;0.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
50.0;3924.0;1;1;2.0;1.0;1.0;1.0;1;10;20.0;1.0;1.0;7.0;3.0;1;2.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0
399.0;2091.0;1;1;9.0;2.5;3.0;5.256614162315398;1;18;99.0;4.0;1.0;45.0;24.0;1;4.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
60.0;2625.0;1;1;1.0;1.5;1.0;1.0;1;11;0.0;1.0;2.0;6.0;6.0;1;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
220.0;2036.0;1;1;5.0;1.5;2.0;2.0;1;17;0.0;1.0;1.0;1125.0;3.0;1;2.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
46.0;2668.0;1;1;1.0;1.0;1.0;1.0;1;13;0.0;1.0;1.0;1125.0;0.0;1;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0
90.0;3395.0;1;1;3.0;1.0;1.0;2.0;1;16;0.0;2.0;1.0;24.0;105.76055258877258;1;2.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0
329.0;4128.0;1;1;4.0;2.0;2.0;2.0;1;12;0.0;1.0;4.0;365.0;0.0;1;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
78.0;4237.0;1;1;2.0;1.0;1.0;1.0;1;14;29.0;1.0;1.0;27.0;7.0;0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0
120.0;2275.0;1;1;2.0;1.0;0.0;1.0;1;16;30.0;2.0;1.0;31.0;89.0;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
60.0;2765.0;1;1;2.0;1.0;1.0;1.0;0;11;10.0;1.0;1.0;14.0;12.0;1;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
90.0;3623.0;1;1;2.0;1.0;1.0;1.0;1;14;15.0;1.0;3.0;100.0;67.0;1;2.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
300.0;1990.0;1;1;6.0;1.5;3.0;4.0;1;15;173.9625215685898;1.0;3.0;1125.0;0.0;1;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
124.0;2544.0;1;1;4.0;1.0;2.0;2.0;1;14;30.0;1.0;3.0;1125.0;11.0;1;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
69.0;2416.0;1;1;2.0;1.0;1.0;1.0;1;11;29.0;1.0;1.0;1125.0;3.0;1;5.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
300.0;3009.0;1;1;4.0;2.0;2.0;2.0;1;14;0.0;1.0;1.0;1125.0;32.0;1;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
90.0;2595.0;1;1;4.0;1.0;1.0;2.0;1;17;40.0;2.0;2.0;1125.0;4.0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
70.0;2766.0;1;1;3.0;1.0;1.0;2.0;1;13;10.0;1.0;2.0;1125.0;105.76055258877258;1;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0
110.0;2643.0;1;1;3.0;1.0;0.0;1.0;1;15;40.0;1.0;2.0;1125.0;1.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
120.0;2910.0;1;1;4.0;1.0;1.0;2.0;1;14;29.0;2.0;1.0;1125.0;6.0;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
220.0;3497.0;1;1;4.0;2.0;2.0;3.0;1;13;100.0;4.0;3.0;365.0;42.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
99.0;2579.0;1;1;2.0;1.0;1.0;1.0;1;13;50.0;1.0;1.0;1125.0;24.0;1;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0
68.0;2515.0;1;1;2.0;1.0;1.0;1.0;1;14;0.0;2.0;2.0;30.0;2.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
100.0;3253.0;1;1;1.0;2.0;1.0;1.0;1;14;0.0;1.0;2.0;1125.0;11.0;1;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0
185.0;1882.0;0;1;2.0;1.0;1.0;1.0;1;14;0.0;1.0;1.0;1125.0;0.0;1;3.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
95.0;3145.0;1;1;2.0;1.0;1.0;1.0;1;18;0.0;1.0;2.0;1125.0;10.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
75.0;2743.0;1;1;4.0;1.0;1.0;2.0;1;20;0.0;1.0;1.0;1125.0;4.0;1;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
110.0;2313.0;1;1;4.0;1.0;1.0;1.0;1;15;45.0;2.0;2.0;1125.0;0.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
230.0;2911.0;0;1;4.0;3.0;2.0;2.0;1;18;125.0;4.0;4.0;1125.0;20.0;1;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
50.0;1946.0;0;1;3.0;1.0;1.0;2.0;1;17;19.0;1.0;1.0;1125.0;2.0;1;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0
250.0;2632.0;1;1;4.0;1.0;2.0;2.0;1;14;0.0;2.0;3.0;90.0;5.0;1;21.770801073508288;0.0;1.0;0.0;0.0;1.0;0.0;0.0
149.0;4181.0;0;1;2.0;1.0;1.0;1.0;1;11;45.0;2.0;4.0;109.0;8.0;1;21.770801073508288;1.0;0.0;0.0;0.0;1.0;0.0;0.0
100.0;1937.0;1;1;2.0;1.0;2.0;2.0;1;5;0.0;1.0;1.0;1125.0;12.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
85.0;2274.0;0;1;1.0;1.0;1.0;1.0;1;11;0.0;1.0;1.0;1125.0;3.0;1;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
130.0;1988.0;1;1;2.0;1.0;1.0;1.0;1;10;15.0;1.0;3.0;1125.0;4.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
69.0;2322.0;0;1;4.0;1.0;1.0;2.0;1;12;10.0;1.0;1.0;1125.0;38.0;1;4.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0
140.0;3122.0;1;1;2.0;1.0;1.0;1.0;1;10;50.0;2.0;2.0;14.0;9.0;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
64.0;2438.0;1;1;1.0;1.0;0.0;1.0;1;8;0.0;1.0;4.0;1125.0;0.0;1;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
65.0;2157.0;1;0;2.0;1.0;1.0;1.0;1;18;25.0;1.0;1.0;1125.0;51.0;1;2.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
250.0;2164.0;1;1;4.0;1.0;1.0;2.0;1;16;25.0;1.0;1.0;1125.0;21.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
135.0;2215.0;1;1;2.0;1.0;1.0;1.0;1;17;0.0;1.0;1.0;1125.0;18.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
91.0;2380.0;0;1;3.0;1.0;0.0;1.0;1;11;40.0;1.0;2.0;1125.0;19.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
70.0;2024.0;0;1;2.0;1.5;1.0;1.0;1;11;5.0;1.0;1.0;1125.0;11.0;1;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
80.0;1994.0;1;1;2.0;1.0;0.0;1.0;1;15;5.0;1.0;1.0;1125.0;10.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
126.0;2296.0;1;1;4.0;1.0;0.0;2.0;1;14;25.0;2.0;1.0;1125.0;26.0;0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
592.6665746719657;3989.0;1;1;6.0;1.0;3.0;1.0;1;0;0.0;1.0;4.0;4.0;0.0;1;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
100.0;2632.0;1;1;2.0;1.0;1.0;1.0;1;10;0.0;1.0;2.0;30.0;1.0;1;21.770801073508288;0.0;0.0;1.0;0.0;1.0;0.0;0.0
159.0;2318.0;1;0;5.0;1.0;1.0;4.0;1;17;65.0;1.0;2.0;1125.0;10.0;1;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
80.0;2693.0;1;1;2.0;1.0;1.0;1.0;1;20;60.0;2.0;3.0;120.0;1.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
79.0;2019.0;1;1;2.0;1.0;1.0;2.0;1;10;10.0;1.0;1.0;1125.0;1.0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
175.0;2632.0;1;1;3.0;1.0;0.0;2.0;1;16;0.0;2.0;3.0;90.0;0.0;1;21.770801073508288;1.0;0.0;0.0;0.0;1.0;0.0;0.0
269.0;2590.0;1;1;3.0;1.0;1.0;2.0;1;16;100.0;1.0;1.0;1125.0;6.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
149.0;1910.0;1;1;4.0;1.0;0.0;1.0;1;16;75.0;1.0;3.0;31.0;0.0;1;3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
175.0;2412.0;1;1;4.0;1.5;2.0;2.0;1;12;30.0;3.0;1.0;1125.0;6.0;1;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
150.0;3001.0;1;1;4.0;1.0;0.0;2.0;1;12;50.0;1.0;2.0;1125.0;1.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
90.0;3343.0;0;0;4.0;1.0;1.0;2.0;1;13;20.0;2.0;1.0;1125.0;46.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
189.0;1990.0;1;1;2.0;1.0;1.0;1.0;1;24;100.0;1.0;1.0;1125.0;4.0;0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
102.0;1956.0;0;1;3.0;1.0;1.0;1.0;1;13;0.0;1.0;1.0;1125.0;1.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
115.0;3041.0;1;1;2.0;2.5;1.0;1.0;1;13;0.0;1.0;6.0;14.0;5.0;1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
110.0;2759.0;0;1;2.0;1.0;1.0;1.0;1;18;60.0;2.0;9.0;365.0;31.0;1;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
135.0;3159.0;1;1;2.0;1.0;1.0;1.0;1;18;75.0;1.0;10.0;367.0;67.0;1;6.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
114.0;2153.0;0;1;4.0;1.0;1.0;2.0;1;12;0.0;1.0;3.0;1125.0;18.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
80.0;2439.0;1;1;2.0;1.0;1.0;1.0;1;18;0.0;1.0;1.0;1125.0;2.0;1;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0
95.0;3737.0;1;1;3.0;2.0;1.0;2.0;1;11;60.0;2.0;2.0;30.0;31.0;1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
99.0;2865.0;1;1;2.0;1.0;1.0;1.0;1;14;50.0;2.0;3.0;1125.0;0.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
139.0;1899.0;1;1;2.0;1.0;1.0;1.0;1;17;50.0;1.0;2.0;90.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
300.0;2401.0;1;1;2.0;1.0;1.0;1.0;1;16;0.0;1.0;2.0;1125.0;7.0;1;16.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
90.0;2694.0;1;1;2.0;1.0;1.0;1.0;1;17;0.0;1.0;1.0;1125.0;4.0;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
70.0;3745.0;1;1;4.0;1.0;1.0;1.0;1;12;80.0;2.0;2.0;365.0;6.0;1;3.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
200.0;3285.0;1;1;3.0;1.0;1.0;1.0;1;11;0.0;1.0;3.0;1125.0;24.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
50.0;3026.0;1;1;2.0;1.0;1.0;1.0;1;14;0.0;1.0;1.0;1125.0;8.0;1;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
80.0;3425.0;1;1;2.0;1.0;1.0;1.0;1;9;0.0;1.0;4.0;14.0;30.0;1;3.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
225.0;2632.0;1;1;6.0;1.0;1.0;2.0;1;14;0.0;4.0;3.0;90.0;2.0;1;21.770801073508288;1.0;0.0;0.0;0.0;1.0;0.0;0.0
150.0;2457.0;1;1;2.0;1.0;0.0;1.0;1;12;40.0;1.0;2.0;1125.0;52.0;1;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
115.0;2200.0;1;1;3.0;1.0;0.0;2.0;1;15;60.0;1.0;2.0;1125.0;63.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
129.0;1920.0;1;1;3.0;1.0;1.0;2.0;1;19;15.0;1.0;1.0;1125.0;7.0;0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
299.0;4128.0;1;1;4.0;2.0;2.0;2.0;1;15;0.0;1.0;4.0;365.0;3.0;1;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
129.0;4181.0;1;1;3.0;1.0;0.0;2.0;1;10;45.0;2.0;4.0;365.0;26.0;1;21.770801073508288;1.0;0.0;0.0;0.0;1.0;0.0;0.0
69.0;2479.0;1;1;5.0;1.0;1.0;1.0;0;12;0.0;1.0;1.0;1125.0;0.0;1;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0
99.0;2177.0;1;1;2.0;1.5;1.0;1.0;1;12;25.0;1.0;2.0;1125.0;6.0;1;2.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
70.0;1946.0;0;1;2.0;1.0;1.0;1.0;1;17;50.0;1.0;3.0;1125.0;0.0;1;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
298.0;4407.641024218296;1;1;9.29452931850152;2.5;3.0;3.0;1;8;150.0;4.0;2.0;60.0;69.0;0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
112.0;2259.0;1;1;2.0;1.0;1.0;1.0;1;16;20.0;1.0;1.0;1125.0;23.0;1;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0
68.0;2484.0;1;1;2.0;1.0;1.0;2.0;1;16;0.0;2.0;7.0;1125.0;22.0;1;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0
480.0;1927.0;1;1;4.0;1.0;1.0;1.0;0;14;50.0;1.0;1.0;1125.0;0.0;1;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
107.0;2893.0;1;1;3.0;1.0;1.0;1.0;1;12;50.0;2.0;2.0;1125.0;17.0;1;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
165.0;2491.0;0;1;3.0;1.0;1.0;1.0;1;18;25.0;1.0;1.0;1125.0;4.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
592.6665746719657;2039.0;1;1;5.0;2.0;2.0;2.0;1;14;100.0;1.0;3.0;1125.0;0.0;1;16.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
100.0;2390.0;1;1;2.0;1.0;1.0;1.0;1;9;0.0;1.0;4.0;1125.0;2.0;1;3.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
179.0;2763.0;1;1;6.0;2.0;2.0;3.0;1;11;40.0;1.0;1.0;27.0;0.0;1;6.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
108.0;2784.0;1;0;3.0;1.0;1.0;1.0;1;12;20.0;1.0;1.0;1125.0;4.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
142.0;2196.0;0;1;4.0;1.0;0.0;2.0;1;16;0.0;2.0;6.0;7.0;0.0;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
110.0;2119.0;1;1;4.0;1.5;1.0;2.0;1;9;0.0;2.0;2.0;1125.0;2.0;1;4.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
