price;host_since;neighbourhood_cleansed;city;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;cleaning_fee;guests_included;minimum_nights;maximum_nights;number_of_reviews;instant_bookable;calculated_host_listings_count;apartment;house;private_room;shared_room;strict_cancel;flexible_cancel;moderate_cancel
250.0;1947.0;0;1;2.0;1.0;1.0;1.0;1;5;0.0;1.0;1.0;1125.0;0.0;1;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
100.0;1977.0;1;1;2.0;1.0;1.0;1.0;1;15;40.0;1.0;2.0;1125.0;0.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
225.0;2411.0;1;1;3.0;1.5;2.0;2.0;1;13;125.0;3.0;2.0;30.0;0.0;1;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
95.0;2337.0;1;1;4.0;1.0;1.0;2.0;1;12;20.0;1.0;1.0;1125.0;1.0;1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
99.0;3105.0;1;1;2.0;1.0;1.0;1.0;1;19;30.0;2.0;2.0;150.0;64.0;0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0
149.0;4068.0;1;1;5.0;1.0;2.0;3.0;1;12;90.0;2.0;3.0;1125.0;6.0;1;21.770801073508288;1.0;0.0;0.0;0.0;0.0;1.0;0.0
375.0;2276.0;1;1;6.0;2.5;3.0;3.0;1;18;150.0;1.0;3.0;10.0;0.0;1;3.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
375.0;2369.0;1;1;4.0;2.0;2.0;2.0;1;18;40.0;1.0;1.0;8.0;0.0;1;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
63.0;2860.0;1;1;2.0;1.0;1.0;2.0;1;14;0.0;1.0;1.0;1125.0;13.0;1;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0
250.0;2716.0;1;1;9.29452931850152;2.0;3.7347608535457617;5.256614162315398;1;18;50.0;5.67211876497981;2.0;1125.0;4.0;1;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
30.0;3480.0;0;1;2.0;1.0;1.0;1.0;1;15;25.0;1.0;2.0;1125.0;4.0;1;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0
525.0;1868.0;1;1;6.0;2.0;3.0;1.0;0;8;0.0;1.0;2.0;4.0;0.0;1;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
70.0;2495.0;1;1;2.0;1.0;0.0;1.0;1;3;50.0;1.0;2.0;1125.0;0.0;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
215.0;3005.0;1;1;6.0;3.013746803499;3.7347608535457617;3.0;1;15;120.0;1.0;2.0;1125.0;1.0;1;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
100.0;2644.0;1;1;2.0;1.0;0.0;1.0;1;12;27.0;1.0;2.0;1125.0;2.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
165.0;2644.0;0;1;6.0;2.0;2.0;3.0;1;15;40.0;1.0;3.0;1125.0;1.0;1;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
250.0;2806.0;1;1;6.0;1.5;3.0;3.0;1;10;40.0;1.0;2.0;1125.0;1.0;1;4.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
149.0;4181.0;1;1;2.0;1.0;1.0;1.0;1;7;45.0;1.0;4.0;21.0;6.0;1;21.770801073508288;1.0;0.0;0.0;0.0;1.0;0.0;0.0
249.0;2091.0;1;1;5.0;1.0;2.0;5.0;1;10;99.0;4.0;1.0;30.0;7.0;1;4.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
118.0;1952.0;1;1;4.0;1.0;0.0;2.0;1;15;25.0;2.0;1.0;1125.0;5.0;1;6.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
170.0;2632.0;1;1;2.0;1.0;1.0;1.0;1;9;0.0;1.0;2.0;14.0;0.0;1;21.770801073508288;0.0;0.0;1.0;0.0;1.0;0.0;0.0
80.0;2744.0;1;1;2.0;2.0;1.0;1.0;0;18;20.0;1.0;1.0;1125.0;6.0;1;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0
115.0;3559.0;1;1;2.0;1.0;1.0;1.0;1;15;75.0;1.0;2.0;1125.0;2.0;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
100.0;2479.0;1;1;2.0;1.0;0.0;1.0;1;13;20.0;1.0;1.0;1125.0;3.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
175.0;2212.0;0;1;2.0;1.0;1.0;1.0;1;18;0.0;1.0;1.0;30.0;1.0;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
150.0;2628.0;1;1;2.0;1.0;1.0;1.0;1;14;0.0;1.0;6.0;10.0;12.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
100.0;2850.0;1;1;2.0;1.0;1.0;1.0;1;17;0.0;2.0;1.0;6.0;104.0;1;2.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0
125.0;2433.0;0;1;2.0;1.0;1.0;1.0;1;13;75.0;1.0;1.0;1125.0;0.0;1;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
95.0;2781.0;0;1;4.0;1.0;1.0;2.0;1;14;15.0;4.0;1.0;1125.0;54.0;1;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
110.0;2783.0;1;1;2.0;2.5;1.0;2.0;1;18;50.0;1.0;7.0;365.0;6.0;1;5.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0
500.0;2352.0;1;1;9.29452931850152;3.0;3.7347608535457617;5.256614162315398;1;13;150.0;5.67211876497981;1.0;28.0;41.0;1;18.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
120.0;2300.0;1;1;4.0;1.0;1.0;1.0;1;14;40.0;1.0;2.0;1125.0;2.0;1;2.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0
220.0;2433.0;1;1;2.0;1.0;1.0;1.0;1;14;0.0;1.0;2.0;1125.0;23.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
149.0;2102.0;1;1;2.0;1.0;1.0;1.0;1;18;0.0;1.0;2.0;1125.0;9.0;1;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
77.0;2994.0;0;1;2.0;1.0;1.0;1.0;1;16;0.0;1.0;1.0;1125.0;5.0;1;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
119.0;3488.0;1;1;2.0;1.0;1.0;1.0;1;14;25.0;1.0;1.0;1125.0;0.0;1;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0
78.0;3157.0;1;1;1.0;1.0;1.0;1.0;1;10;0.0;1.0;1.0;21.0;20.0;1;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0
139.0;2149.0;0;1;4.0;1.0;1.0;3.0;1;10;120.0;1.0;1.0;29.0;0.0;1;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
295.0;2639.0;1;1;5.0;1.0;0.0;3.0;1;9;125.0;1.0;3.0;999.0;45.0;1;21.770801073508288;1.0;0.0;0.0;0.0;1.0;0.0;0.0
107.0;2583.0;1;1;2.0;1.5;1.0;1.0;1;14;0.0;1.0;1.0;1125.0;4.0;1;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
159.0;2080.0;1;1;2.0;1.0;0.0;1.0;1;14;49.0;1.0;2.0;14.0;1.0;1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
65.0;1978.0;1;1;1.0;1.0;1.0;1.0;1;10;0.0;0.0;1.0;1125.0;3.0;1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
175.0;2632.0;1;1;2.0;1.0;0.0;1.0;1;8;0.0;1.0;3.0;90.0;0.0;1;21.770801073508288;1.0;0.0;0.0;0.0;1.0;0.0;0.0
85.0;2354.0;1;1;2.0;1.0;1.0;1.0;1;15;65.0;1.0;2.0;1125.0;13.0;1;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0
150.0;1968.0;1;1;2.0;1.0;0.0;1.0;1;17;0.0;1.0;1.0;1125.0;6.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
59.0;2636.0;1;1;2.0;1.5;1.0;1.0;1;14;0.0;0.0;6.0;1125.0;1.0;1;3.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
210.0;3447.0;1;1;4.0;1.0;1.0;1.0;0;16;60.0;4.0;1.0;90.0;103.0;1;5.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
150.0;2659.0;1;1;2.0;1.0;1.0;1.0;1;19;0.0;1.0;1.0;1125.0;4.0;1;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0
140.0;2039.0;1;1;4.0;1.0;1.0;2.0;1;13;50.0;4.0;1.0;1125.0;0.0;1;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
125.0;2230.0;0;1;2.0;1.0;1.0;1.0;1;10;0.0;1.0;3.0;1125.0;11.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
140.0;3266.0;1;1;6.0;1.0;2.0;2.0;1;20;40.0;4.0;3.0;365.0;7.0;1;5.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
85.0;1931.0;1;1;2.0;1.0;1.0;1.0;1;17;0.0;1.0;1.0;1125.0;0.0;1;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0
129.0;2232.0;1;1;4.0;1.0;1.0;2.0;1;16;50.0;3.0;2.0;90.0;7.0;1;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
80.0;3074.0;1;1;2.0;1.0;1.0;2.0;1;11;0.0;2.0;1.0;1125.0;1.0;1;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
79.0;2220.0;1;1;2.0;2.0;1.0;1.0;1;11;0.0;1.0;1.0;1125.0;42.0;1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
129.0;2366.0;1;1;4.0;1.0;1.0;2.0;1;13;30.0;1.0;2.0;7.0;16.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
95.0;3374.0;1;1;2.0;1.0;1.0;1.0;1;13;5.0;1.0;2.0;1125.0;5.0;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
209.0;1984.0;0;1;6.0;1.0;3.0;4.0;1;15;75.0;5.0;1.0;15.0;1.0;1;8.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
474.0;2760.0;1;1;6.0;2.0;3.0;3.0;1;23;120.0;1.0;7.0;29.0;1.0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
55.0;1909.0;1;1;2.0;1.0;1.0;1.0;0;19;40.0;1.0;1.0;10.0;0.0;0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
280.0;2410.0;1;1;6.0;2.0;2.0;3.0;1;13;50.0;1.0;1.0;1125.0;36.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
159.0;4181.0;1;1;4.0;1.0;1.0;2.0;1;11;75.0;3.0;4.0;365.0;33.0;1;21.770801073508288;1.0;0.0;0.0;0.0;1.0;0.0;0.0
65.0;2054.0;1;1;2.0;1.0;1.0;1.0;1;7;0.0;1.0;1.0;1125.0;31.0;1;4.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
100.0;4104.0;1;1;1.0;1.0;1.0;1.0;1;0;0.0;1.0;1.0;1125.0;0.0;1;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0
75.0;3008.0;1;1;2.0;1.0;1.0;1.0;1;11;20.0;1.0;1.0;1125.0;2.0;1;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0
109.0;2972.0;1;1;2.0;1.0;0.0;1.0;1;10;65.0;1.0;6.0;1125.0;1.0;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
70.0;2208.0;0;1;3.0;1.0;1.0;3.0;1;15;0.0;1.0;1.0;14.0;9.0;1;2.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
49.0;2778.0;0;1;1.0;1.0;1.0;1.0;0;18;0.0;1.0;1.0;1125.0;7.0;1;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
130.0;2299.0;1;1;3.0;1.0;1.0;1.0;1;15;35.0;1.0;1.0;1125.0;7.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
569.0;2039.0;1;1;3.0;1.0;1.0;1.0;1;15;100.0;1.0;3.0;1125.0;0.0;1;16.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
179.0;2251.0;1;1;2.0;1.0;1.0;2.0;1;16;70.0;1.0;3.0;29.0;25.0;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
50.0;2293.0;1;1;2.0;1.0;1.0;1.0;1;18;10.0;1.0;2.0;1125.0;47.0;0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0
110.0;3585.0;1;1;2.0;2.0;1.0;1.0;0;7;0.0;1.0;1.0;1125.0;13.0;1;2.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0
120.0;2570.0;1;1;4.0;1.0;1.0;2.0;1;18;30.0;1.0;2.0;1125.0;10.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
60.0;3575.0;0;0;2.0;1.0;1.0;1.0;1;12;10.0;1.0;2.0;1125.0;2.0;0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
139.0;3069.0;1;1;3.0;1.0;1.0;2.0;1;14;75.0;2.0;3.0;180.0;49.0;1;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
150.0;3101.0;1;1;2.0;1.0;1.0;1.0;1;12;60.0;1.0;7.0;360.0;1.0;1;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
49.0;2279.0;1;1;2.0;1.0;1.0;1.0;1;14;29.0;2.0;2.0;30.0;23.0;0;2.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
50.0;2089.0;1;1;2.0;1.0;1.0;1.0;1;17;10.0;1.0;2.0;12.0;3.0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
210.0;3447.0;1;1;4.0;1.0;1.0;1.0;1;16;50.0;4.0;1.0;90.0;87.0;1;5.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
80.0;2059.0;1;1;2.0;1.0;1.0;1.0;1;23;30.0;1.0;1.0;30.0;4.0;1;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0
65.0;1955.0;1;1;2.0;1.0;0.0;2.0;1;9;30.0;1.0;1.0;1125.0;2.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
65.0;3610.0;1;1;2.0;1.0;1.0;1.0;1;9;20.0;0.0;7.0;365.0;1.0;1;11.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
189.0;3478.0;1;1;3.0;1.0;1.0;1.0;1;17;0.0;1.0;6.0;30.0;22.0;1;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
100.0;3216.0;1;1;1.0;1.0;1.0;1.0;0;12;45.0;1.0;2.0;60.0;21.0;1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
145.0;2855.0;1;1;2.0;1.0;1.0;1.0;1;18;0.0;1.0;5.0;1125.0;96.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
99.0;3277.0;1;1;3.0;1.0;1.0;1.0;1;0;0.0;2.0;2.0;1125.0;3.0;1;12.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
175.0;2389.0;1;1;4.0;1.0;1.0;3.0;1;17;45.0;4.0;3.0;1125.0;2.0;1;5.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
85.0;3900.0;1;1;3.0;1.0;0.0;2.0;1;19;25.0;1.0;1.0;28.0;56.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
110.0;2981.0;0;1;4.0;1.0;1.0;1.0;1;18;50.0;2.0;1.0;14.0;15.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
50.0;2001.0;0;1;1.0;1.5;1.0;1.0;0;13;5.0;1.0;1.0;3.0;0.0;1;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0
150.0;3129.0;1;1;2.0;1.5;1.0;1.0;1;15;20.0;1.0;2.0;120.0;68.0;1;2.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
130.0;1892.0;1;1;2.0;1.5;1.0;1.0;1;16;0.0;1.0;1.0;1125.0;0.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
200.0;2830.0;1;1;3.0;1.0;2.0;2.0;1;14;70.0;2.0;1.0;1125.0;6.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
150.0;2803.0;1;1;2.0;1.0;1.0;1.0;1;16;0.0;1.0;2.0;6.0;0.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
100.0;1921.0;1;1;2.0;1.0;1.0;1.0;1;10;25.0;2.0;1.0;1125.0;7.0;1;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
41.0;2046.0;0;1;1.0;1.0;1.0;1.0;1;0;13.0;1.0;1.0;1125.0;12.0;1;8.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0
299.0;4128.0;1;1;3.0;1.0;1.0;1.0;1;16;0.0;1.0;4.0;365.0;0.0;1;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
105.0;2064.0;1;1;2.0;1.0;1.0;1.0;1;8;0.0;1.0;1.0;1125.0;5.0;1;21.770801073508288;0.0;1.0;1.0;0.0;1.0;0.0;0.0
225.0;2360.0;1;1;5.0;1.0;2.0;2.0;1;20;50.0;1.0;1.0;1125.0;0.0;1;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
74.0;3038.0;0;1;2.0;1.0;1.0;1.0;1;14;0.0;1.0;1.0;1125.0;3.0;1;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0
75.0;1889.0;1;1;1.0;1.0;0.0;1.0;1;14;0.0;1.0;4.0;20.0;1.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
55.0;3001.0;1;1;1.0;1.0;1.0;1.0;1;12;0.0;1.0;5.0;1125.0;0.0;1;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
80.0;1938.0;1;1;2.0;1.5;1.0;1.0;1;4;0.0;0.0;1.0;1125.0;1.0;1;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0
200.0;2585.0;1;1;3.0;1.0;1.0;1.0;1;14;0.0;1.0;1.0;1125.0;0.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
115.0;3225.0;0;1;2.0;1.0;0.0;1.0;1;12;0.0;1.0;1.0;1125.0;0.0;1;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
125.0;1960.0;1;1;2.0;1.0;1.0;1.0;1;8;60.0;1.0;2.0;9.0;2.0;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
139.0;2510.0;1;1;3.0;1.0;1.0;1.0;1;15;100.0;3.0;2.0;1125.0;17.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
55.0;3549.0;1;1;1.0;1.0;1.0;1.0;0;11;25.0;1.0;1.0;60.0;7.0;1;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0
100.0;2886.0;1;1;1.0;1.0;1.0;1.0;1;14;20.0;1.0;2.0;1125.0;21.0;0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0
134.0;2716.0;1;1;4.0;1.0;1.0;2.0;1;14;60.0;1.0;3.0;1125.0;5.0;0;5.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
95.0;2726.0;1;1;3.0;1.0;1.0;1.0;1;12;35.0;2.0;1.0;90.0;105.76055258877258;1;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
90.0;2461.0;1;1;1.0;1.5;1.0;1.0;1;11;50.0;1.0;2.0;1125.0;2.0;1;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0
94.0;3120.0;1;1;2.0;1.0;1.0;1.0;1;14;75.0;1.0;1.0;30.0;4.0;1;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
69.0;2287.0;0;1;2.0;1.0;1.0;1.0;1;10;42.0;2.0;1.0;1125.0;23.0;0;2.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0
98.0;2716.0;1;1;2.0;1.0;1.0;1.0;1;12;60.0;2.0;3.0;1125.0;4.0;0;5.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
115.0;2197.0;1;1;2.0;1.0;1.0;1.0;1;11;20.0;1.0;2.0;1125.0;9.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
54.0;2211.0;1;1;1.0;1.0;1.0;1.0;1;14;0.0;1.0;1.0;210.0;0.0;0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
75.0;3487.0;0;1;2.0;1.0;1.0;1.0;0;13;0.0;1.0;2.0;90.0;8.0;0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
250.0;2088.0;1;1;6.0;1.0;3.0;3.0;1;14;75.0;1.0;1.0;1125.0;0.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
150.0;2417.0;1;1;2.0;1.0;1.0;1.0;1;14;0.0;1.0;1.0;1125.0;4.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
215.0;2791.0;0;1;6.0;1.0;3.0;3.0;1;14;0.0;5.67211876497981;2.0;30.0;41.0;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
50.0;2989.0;1;0;2.0;1.5;1.0;1.0;0;12;10.0;1.0;1.0;1125.0;36.0;1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
149.0;2260.0;1;1;2.0;1.0;0.0;1.0;1;8;50.0;2.0;2.0;365.0;14.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
130.0;2273.0;1;1;2.0;2.0;1.0;1.0;1;15;0.0;2.0;3.0;1125.0;32.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
100.0;4355.0;0;1;4.0;2.0;2.0;2.0;1;14;50.0;2.0;3.0;1125.0;0.0;1;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
105.0;2287.0;0;1;4.0;1.0;1.0;2.0;1;11;42.0;2.0;1.0;1125.0;31.0;0;2.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0
135.0;2657.0;1;1;4.0;1.0;1.0;1.0;1;16;65.0;2.0;1.0;1125.0;105.76055258877258;0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
70.0;2389.0;1;1;2.0;1.0;1.0;2.0;1;20;15.0;2.0;2.0;1125.0;105.76055258877258;1;5.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
49.0;2004.0;1;1;1.0;1.0;1.0;1.0;1;7;0.0;1.0;4.0;180.0;0.0;0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0
217.0;2965.0;1;1;5.0;2.0;2.0;3.0;1;16;173.9625215685898;1.0;3.0;730.0;19.0;0;6.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
110.0;2369.0;1;1;2.0;1.0;1.0;1.0;1;18;20.0;1.0;1.0;1125.0;0.0;1;3.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0
375.0;1873.0;1;1;7.0;2.0;2.0;3.0;1;16;60.0;3.0;3.0;1125.0;0.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
85.0;2929.0;1;1;2.0;1.0;1.0;1.0;1;8;25.0;1.0;1.0;1125.0;29.0;1;2.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
196.0;3009.0;1;1;4.0;1.0;1.0;1.0;1;13;0.0;1.0;1.0;1125.0;19.0;1;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
592.6665746719657;2520.0;1;1;9.29452931850152;3.013746803499;3.7347608535457617;5.0;1;23;0.0;5.67211876497981;2.0;1125.0;0.0;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
75.0;2881.0;0;1;2.0;1.5;1.0;1.0;1;17;0.0;1.0;2.0;90.0;19.0;1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
145.0;2562.0;1;1;2.0;1.0;1.0;1.0;1;11;40.0;1.0;3.0;1125.0;6.0;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
200.0;2254.0;1;1;6.0;1.0;2.0;2.0;1;14;20.0;1.0;1.0;8.0;43.0;1;3.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
105.0;2379.0;1;1;2.0;1.0;1.0;2.0;1;17;55.0;1.0;3.0;1125.0;3.0;1;7.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
250.0;2808.0;1;1;4.0;1.0;2.0;2.0;1;13;75.0;1.0;2.0;1125.0;11.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
99.0;2607.0;1;1;1.0;1.0;1.0;1.0;1;15;50.0;1.0;3.0;1125.0;22.0;1;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0
80.0;2256.0;1;1;2.0;1.0;0.0;1.0;1;16;50.0;2.0;1.0;9.0;5.0;1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
245.0;2627.0;1;1;6.0;2.0;2.0;2.0;1;15;125.0;4.0;3.0;1125.0;26.0;0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
350.0;2550.0;1;1;6.0;3.013746803499;3.7347608535457617;4.0;1;13;0.0;1.0;5.0;1125.0;0.0;1;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
200.0;2363.0;0;1;2.0;1.0;1.0;1.0;1;16;0.0;1.0;1.0;1125.0;0.0;1;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
117.0;2638.0;1;1;3.0;1.0;1.0;1.0;1;12;50.0;3.0;1.0;1125.0;3.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
150.0;2932.0;1;1;2.0;1.0;0.0;1.0;1;11;0.0;1.0;1.0;1125.0;0.0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
118.0;2585.0;1;1;4.0;1.0;0.0;2.0;1;19;35.0;1.0;1.0;14.0;28.0;1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
100.0;2008.0;1;1;2.0;1.0;0.0;1.0;1;13;25.0;1.0;3.0;1125.0;2.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
300.0;2232.0;1;1;7.0;2.0;1.0;4.0;1;8;60.0;4.0;3.0;1125.0;8.0;1;5.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0
349.0;4128.0;1;1;5.0;2.0;2.0;2.0;1;17;150.0;1.0;4.0;365.0;10.0;1;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
150.0;1902.0;1;1;2.0;1.0;0.0;2.0;1;9;75.0;2.0;3.0;1125.0;3.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
195.0;3383.0;1;1;4.0;1.0;2.0;2.0;1;11;15.0;1.0;1.0;1125.0;12.0;1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
58.0;3042.0;1;1;1.0;0.0;1.0;1.0;1;12;35.0;1.0;3.0;180.0;7.0;1;2.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
99.0;2177.0;1;1;2.0;1.5;1.0;1.0;1;12;25.0;1.0;2.0;1125.0;20.0;0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
